"recipientID","recipientName","fullName","valueAmount","year","wide_cat","wide_cat_full","usageStatus","date","type","sort"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",2578.9,"2020","Поштові та телекомунікаційні послуги","Поштові та телекомунікаційні послуги","Використано ","2020-01-01","Школи та інше","1000"
"14056180","Школа № 29 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа І-ІІІ ступенів № 29 з поглибленим вивченням іноземних мов",1296,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","використано","2020-06-19","Школи та інше","29"
"24619997","ДНЗ №36","Тернопільський дошкільний навчальний заклад №36",3800,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-06-10","ДНЗ","36"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",5800,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-01-10","Школи та інше","1000"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",1313.54,"2020","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2020-01-13","Школи та інше","1000"
"23596165","ДНЗ №22","Тернопільський дошкільний навчальний заклад №22",4520,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-02-10","ДНЗ","22"
"23596165","ДНЗ №22","Тернопільський дошкільний навчальний заклад №22",1350,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-14","ДНЗ","22"
"24620003","ДНЗ №16","Тернопільський дошкільний навчальний заклад №16",1350,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-12-26","ДНЗ","16"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1350,"2020","Промислова техніка","Промислова техніка","Використовується","2020-01-13","Школи та інше","1000"
"2547688","Тернопільське вище професійне училище ресторанного сервісу і торгівлі","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище ресторанного сервісу і торгівлі""",1350,"2020","Лабораторне обладнання","Лабораторне, оптичне та високоточне обладнання (крім лінз)","використовується","2020-02-03","Школи та інше","1000"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",1375,"2020","Грошові кошти","Грошові кошти","Не використано","2020-02-21","Школи та інше","1000"
"33915120","ДНЗ №3","Тернопільський дошкільний навчальний заклад №3",24732.8,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-23","ДНЗ","3"
"24618802","ДНЗ №9","Дошкільний навчальний заклад №9",1400,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-09-23","ДНЗ","9"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1400,"2019","Грошові кошти","Грошові кошти","Використано","2019-10-07","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1400,"2019","Грошові кошти","Грошові кошти","Використано","2019-11-29","Школи та інше","1000"
"24621505","ДНЗ №38","Тернопільський дошкільний навчальний заклад №38",10000,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-12-06","ДНЗ","38"
"23596165","ДНЗ №22","Тернопільський дошкільний навчальний заклад №22",5400,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-07-10","ДНЗ","22"
"14034209","Загальноосвітня школа-правовий ліцей № 2","Тернопільський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-правовий ліцей № 2""",1410.5,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-04","Школи та інше","2"
"2547659","Тернопільське вище професійне училище № 4 імені Михайла Паращука","Тернопільське вище професійне училище № 4 імені Михайла Паращука",1420,"2019","Опалення та пальне","Нафтопродукти, паливо, електроенергія та інші джерела енергії","Використано","2019-10-01","Школи та інше","4"
"14039939","Школа №14 ім. Б. Лепкого","Тернопільська загально-освітня школа І-ІІІ ступенів № 14 ім. Б. Лепкого",1426,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-04","Школи та інше","14"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1430,"2019","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано","2019-12-24","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1476,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-06-06","Школи та інше","1000"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",1500,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-07-02","Школи та інше","1000"
"24620291","ДНЗ №25","Тернопільський дошкільний навчальний заклад №25",1500,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використовується","2019-07-25","ДНЗ","25"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",1500,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-16","ДНЗ","2"
"23596188","ДНЗ №27","Тернопільський дошкільний навчальний заклад №27",4000,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-16","ДНЗ","27"
"24618802","ДНЗ №9","Дошкільний навчальний заклад №9",8100,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-23","ДНЗ","9"
"24620003","ДНЗ №16","Тернопільський дошкільний навчальний заклад №16",1500,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-13","ДНЗ","16"
"24620003","ДНЗ №16","Тернопільський дошкільний навчальний заклад №16",1500,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-28","ДНЗ","16"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",1500,"2019","Грошові кошти","Грошові кошти","Не використано","2019-12-12","Школи та інше","1000"
"24620026","ДНЗд №6","Тернопільський дошкільний навчальний заклад №6",5150,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-12-18","ДНЗ","6"
"24619997","ДНЗ №36","Тернопільський дошкільний навчальний заклад №36",1500,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-12-26","ДНЗ","36"
"24620003","ДНЗ №16","Тернопільський дошкільний навчальний заклад №16",1500,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-12-28","ДНЗ","16"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",1500,"2020","Лабораторне обладнання","Лабораторне, оптичне та високоточне обладнання (крім лінз)","Використовується","2020-03-11","Школи та інше","13"
"14040084","Загальноосвітня школа - медичний ліцей № 15","Тернопільський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-медичний ліцей № 15""",1540,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-12-24","Школи та інше","15"
"14039951","Школа №26","Тернопільська загальноосвітня школа І-ІІІ ст. № 26",1540,"2020","Одяг, взуття, сумки та аксесуари","Одяг, взуття, сумки та аксесуари","використано","2020-06-16","Школи та інше","26"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1556,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використовується","2019-03-01","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1572,"2020","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","використовується","2020-04-30","Школи та інше","1000"
"14039939","Школа №14 ім. Б. Лепкого","Тернопільська загально-освітня школа І-ІІІ ступенів № 14 ім. Б. Лепкого",10861.16,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-03-24","Школи та інше","14"
"23596165","ДНЗ №22","Тернопільський дошкільний навчальний заклад №22",1600,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-01-24","ДНЗ","22"
"24618802","ДНЗ №9","Дошкільний навчальний заклад №9",4200,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-05-15","ДНЗ","9"
"1276023","ДНЗ №37","Тернопільський дошкільний навчальний заклад №37",9900,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-06-21","ДНЗ","37"
"23596165","ДНЗ №22","Тернопільський дошкільний навчальний заклад №22",16400,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-28","ДНЗ","22"
"2547659","Тернопільське вище професійне училище № 4 імені Михайла Паращука","Тернопільське вище професійне училище № 4 імені Михайла Паращука",1602,"2020","Опалення та пальне","Нафтопродукти, паливо, електроенергія та інші джерела енергії","Використано","2020-04-10","Школи та інше","4"
"14040606","Тернопільська спеціальна загальноосвітня школа","Тернопільська спеціальна загальноосвітня школа Тернопільської міської ради для дітей, які потребують корекції розумового розвитку",5182,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-12-19","Школи та інше","1000"
"33915120","ДНЗ №3","Тернопільський дошкільний навчальний заклад №3",1630,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-03-15","ДНЗ","3"
"2547659","Тернопільське вище професійне училище № 4 імені Михайла Паращука","Тернопільське вище професійне училище № 4 імені Михайла Паращука",1640,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-07-20","Школи та інше","4"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1640,"2019","Грошові кошти","Грошові кошти","Використано","2019-10-01","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",6680,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-15","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1650,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використовується","2019-01-10","Школи та інше","1000"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",1680,"2019","Грошові кошти","Грошові кошти","Не використано","2019-12-09","Школи та інше","13"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",1680,"2019","Грошові кошти","Грошові кошти","Використано","2019-12-19","Школи та інше","13"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",1683,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-04-11","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1700,"2019","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано ","2019-03-06","Школи та інше","1000"
"14034304","Спеціалізована школа № 5 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа I-III ступенів № 5 з поглибленим вивченням іноземних мов",1700,"2019","Ділові послуги","Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні","Використано","2019-05-14","Школи та інше","5"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1700,"2019","Грошові кошти","Грошові кошти","Не використано","2019-05-28","Школи та інше","1000"
"24620026","ДНЗд №6","Тернопільський дошкільний навчальний заклад №6",4400,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-11","ДНЗ","6"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1700,"2019","Грошові кошти","Грошові кошти","Використано","2019-11-21","Школи та інше","1000"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",1700,"2020","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2020-02-05","Школи та інше","1000"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",1712,"2019","Грошові кошти","Грошові кошти","Використано","2019-05-27","Школи та інше","1000"
"1269023","ДНЗ №19","Тернопільський дошкільний навчальний заклад №19",7000,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-11-13","ДНЗ","19"
"2547688","Тернопільське вище професійне училище ресторанного сервісу і торгівлі","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище ресторанного сервісу і торгівлі""",1733.1,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-06-24","Школи та інше","1000"
"23596165","ДНЗ №22","Тернопільський дошкільний навчальний заклад №22",4720,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-12-16","ДНЗ","22"
"2547659","Тернопільське вище професійне училище № 4 імені Михайла Паращука","Тернопільське вище професійне училище № 4 імені Михайла Паращука",1783,"2019","Опалення та пальне","Нафтопродукти, паливо, електроенергія та інші джерела енергії","Використано","2019-07-01","Школи та інше","4"
"14039862","Школа №28","Тернопільська загальноосвітня школа І-ІІІ ст. № 28 Тернопільської міської ради Тернопільської обл.",1794,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-08-22","Школи та інше","28"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1800,"2019","Грошові кошти","Грошові кошти","Використано","2019-04-01","Школи та інше","1000"
"24619997","ДНЗ №36","Тернопільський дошкільний навчальний заклад №36",1800,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-08-01","ДНЗ","36"
"24620055","ТНВК №28","Тернопільський навчально-виховний комплекс № 28",5000,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-04","ДНЗ","28"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",1800,"2019","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2019-11-07","Школи та інше","1000"
"24620055","ТНВК №28","Тернопільський навчально-виховний комплекс № 28",4000,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-25","ДНЗ","28"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",1800,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-12-11","ДНЗ","14"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1808,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-08-15","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",1839,"2019","Грошові кошти","Грошові кошти","Використано","2019-11-18","Школи та інше","1000"
"14040173","Спеціалізована школа № 3 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа І-ІІІ ступенів № 3 з поглибленим вивченням іноземних мов",100539.4,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується ","2019-10-10","Школи та інше","3"
"24619997","ДНЗ №36","Тернопільський дошкільний навчальний заклад №36",1850,"2020","Промислова техніка","Промислова техніка","Використовується","2020-03-02","ДНЗ","36"
"24620173","ДНЗ №31","Тернопільський заклад дошкільної освіти №31",17321,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-02","ДНЗ","31"
"14040061","Школа №4","Тернопільська загальноосвітня школа І-ІІІ ступенів № 4",1860,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-04","Школи та інше","4"
"24631923","Тернопільська класична гімназія","Тернопільська класична гімназія",1867.88,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-29","Школи та інше","1000"
"14056180","Школа № 29 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа І-ІІІ ступенів № 29 з поглибленим вивченням іноземних мов",1870,"2020","Одяг, взуття, сумки та аксесуари","Одяг, взуття, сумки та аксесуари","використано","2020-06-19","Школи та інше","29"
"14030789","Школа №23","Тернопільська загальноосвітня школа І-ІІІ ст. №23",1890,"2019","Друкована продукція","Друкована та супутня продукція","Використовується","2019-11-01","Школи та інше","23"
"14039974","Школа №16 ім. Володимира Левицького","Тернопільська загальноосвітня школа І-ІІІ ступенів № 16 імені Володимира Левицького",1891,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-04","Школи та інше","16"
"14039974","Школа №16 ім. Володимира Левицького","Тернопільська загальноосвітня школа І-ІІІ ступенів № 16 імені Володимира Левицького",5626.76,"2020","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2020-03-01","Школи та інше","16"
"2547688","Тернопільське вище професійне училище ресторанного сервісу і торгівлі","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище ресторанного сервісу і торгівлі""",1899,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-09-25","Школи та інше","1000"
"14039974","Школа №16 ім. Володимира Левицького","Тернопільська загальноосвітня школа І-ІІІ ступенів № 16 імені Володимира Левицького",1899,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-12-05","Школи та інше","16"
"14039974","Школа №16 ім. Володимира Левицького","Тернопільська загальноосвітня школа І-ІІІ ступенів № 16 імені Володимира Левицького",1899,"2020","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2020-03-01","Школи та інше","16"
