"recipientID","recipientName","fullName","valueAmount","year","wide_cat","wide_cat_full","usageStatus","date","type","sort"
"24621652","ДНЗ №8","Тернопільський дошкільний навчальний заклад №8",11.98,"2020","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано","2020-06-19","ДНЗ","8"
"21150710","Спеціалізована загальноосвітня школа І ступеня повного дня","Тернопільська спеціалізована ЗОШ І ст. повного дня",791,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-01","Школи та інше","1000"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",30,"2020","Медичне обладнання та ліки","Медичне обладнання, фармацевтична продукція та засоби особистої гігієни","Використано","2020-01-10","ДНЗ","14"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",9.8,"2020","Електротехнічне устаткування","Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування","Використано","2020-01-10","ДНЗ","14"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",3008,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використано","2019-04-25","ДНЗ","14"
"24620368","ДНЗ №18","Тернопільський дошкільний навчальний заклад №18",266785,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-04","ДНЗ","18"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",12,"2019","Шкіряні та текстильні матеріали","Шкіряні та текстильні, пластмасові та гумові матеріали","Використано","2019-04-25","ДНЗ","14"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",300,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використовується","2019-05-03","Школи та інше","1000"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",1408.9,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-08-10","Школи та інше","13"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",217,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-05-03","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",347,"2019","Хімічна продукція","Хімічна продукція","Використовується","2019-01-03","Школи та інше","1000"
"21150710","Спеціалізована загальноосвітня школа І ступеня повного дня","Тернопільська спеціалізована ЗОШ І ст. повного дня",68221.4,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-08-12","Школи та інше","1000"
"24620084","ДНЗ №33","Тернопільський дошкільний навчальний заклад № 33",320,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-05","ДНЗ","33"
"24620167","ДНЗ №1","Тернопільський дошкільний навчальний заклад №1",7330,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-03-03","ДНЗ","1"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1222.32,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-01-03","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",2523.08,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-05-03","Школи та інше","1000"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",25,"2019","Медичне обладнання та ліки","Медичне обладнання, фармацевтична продукція та засоби особистої гігієни","Використано","2019-04-25","ДНЗ","14"
"24618791","ДНЗ №26","Тернопільський дошкільний навчальний заклад №26",25,"2019","Шкіряні та текстильні матеріали","Шкіряні та текстильні, пластмасові та гумові матеріали","Використовується","2019-11-11","ДНЗ","26"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",7417.6,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-15","Школи та інше","1000"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",27.2,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використано","2020-01-10","ДНЗ","14"
"14039968","Школа №20","Тернопільська загальноосвітня школа І-ІІІ ступенів № 20 Тернопільської міської ради",28.87,"2019","Друкована продукція","Друкована та супутня продукція","Використовується","2019-12-01","Школи та інше","20"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",430,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-01-04","ДНЗ","2"
"24620055","ТНВК №28","Тернопільський навчально-виховний комплекс № 28",450,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-01","ДНЗ","28"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",3190,"2020","Одяг, взуття, сумки та аксесуари","Одяг, взуття, сумки та аксесуари","використовується","2020-04-22","Школи та інше","1000"
"24621652","ДНЗ №8","Тернопільський дошкільний навчальний заклад №8",114.75,"2019","Медичне обладнання та ліки","Медичне обладнання, фармацевтична продукція та засоби особистої гігієни","Використано","2019-08-13","ДНЗ","8"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",33,"2019","Гірнича продукція","Гірнича продукція, неблагородні метали та супутня продукція","Використовується","2019-01-03","Школи та інше","1000"
"14040606","Тернопільська спеціальна загальноосвітня школа","Тернопільська спеціальна загальноосвітня школа Тернопільської міської ради для дітей, які потребують корекції розумового розвитку",10600,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-01-02","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",35,"2019","Лабораторне обладнання","Лабораторне, оптичне та високоточне обладнання (крім лінз)","Використовується","2019-05-03","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",975.61,"2019","Лабораторне обладнання","Лабораторне, оптичне та високоточне обладнання (крім лінз)","Використовується","2019-11-15","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",16748.99,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-07-05","Школи та інше","1000"
"1276023","ДНЗ №37","Тернопільський дошкільний навчальний заклад №37",409,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-07-14","ДНЗ","37"
"24620368","ДНЗ №18","Тернопільський дошкільний навчальний заклад №18",11010,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-10-04","ДНЗ","18"
"24620055","ТНВК №28","Тернопільський навчально-виховний комплекс № 28",750,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-01","ДНЗ","28"
"14039951","Школа №26","Тернопільська загальноосвітня школа І-ІІІ ст. № 26",13980,"2020","Медичне обладнання та ліки","Медичне обладнання, фармацевтична продукція та засоби особистої гігієни","використано","2020-06-12","Школи та інше","26"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",2900.4,"2019","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2019-02-01","Школи та інше","1000"
"24620279","ДНЗ №21","Тернопільський дошкільний навчальний заклад №21",286,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-12-19","ДНЗ","21"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",1170,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-01-11","ДНЗ","2"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",50,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-01-20","Школи та інше","18"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",772,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-02-06","ДНЗ","2"
"24621505","ДНЗ №38","Тернопільський дошкільний навчальний заклад №38",250,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-05-10","ДНЗ","38"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",50,"2019","Друкована продукція","Друкована та супутня продукція","Використано","2019-10-08","Школи та інше","1000"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",2065,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-12","ДНЗ","2"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",360,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-18","ДНЗ","2"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",510,"2020","Вода","Зібрана дощова та очищена вода","Використано ","2020-01-01","Школи та інше","1000"
"2547688","Тернопільське вище професійне училище ресторанного сервісу і торгівлі","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище ресторанного сервісу і торгівлі""",58.93,"2020","Друкована продукція","Друкована та супутня продукція","використовується","2020-05-21","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",160,"2019","Лабораторне обладнання","Лабораторне, оптичне та високоточне обладнання (крім лінз)","Використовується","2019-09-16","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",70,"2019","Одяг, взуття, сумки та аксесуари","Одяг, взуття, сумки та аксесуари","Використовується","2019-01-03","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",2240,"2019","Електротехнічне устаткування","Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування","Використано","2019-11-04","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",770,"2019","Хімічна продукція","Хімічна продукція","Використано","2019-11-11","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",70,"2019","Хімічна продукція","Хімічна продукція","Використано","2019-11-14","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",1820,"2019","Хімічна продукція","Хімічна продукція","Використано","2019-11-18","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",560,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-12-02","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",770,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-12-28","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",490,"2020","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2020-02-03","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",1510,"2020","Грошові кошти","Грошові кошти","Не використано","2020-02-17","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",420,"2020","Грошові кошти","Грошові кошти","Не використано","2020-03-10","Школи та інше","18"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",3492.5,"2019","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2019-04-01","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",217.7,"2019","Хімічна продукція","Хімічна продукція","Використовується","2019-02-20","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",3639,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","використовується","2020-04-22","Школи та інше","1000"
"21150710","Спеціалізована загальноосвітня школа І ступеня повного дня","Тернопільська спеціалізована ЗОШ І ст. повного дня",368.97,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-01","Школи та інше","1000"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",504.04,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використано","2019-06-03","ДНЗ","14"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",5999.4,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-06-04","Школи та інше","1000"
"1269023","ДНЗ №19","Тернопільський дошкільний навчальний заклад №19",7000,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-11-13","ДНЗ","19"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",240,"2019","Хімічна продукція","Хімічна продукція","Використовується","2019-05-03","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",5000,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-24","Школи та інше","1000"
"24618791","ДНЗ №26","Тернопільський дошкільний навчальний заклад №26",8073,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-11","ДНЗ","26"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",256,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використовується","2019-01-03","Школи та інше","1000"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",99.2,"2019","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2019-05-02","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",100,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-01-11","Школи та інше","18"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",3750,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-01-15","ДНЗ","2"
"24620090","ДНЗ №34","Тернопільський дошкільний навчальний заклад №34",400,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-02-01","ДНЗ","34"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",5080,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-02-07","ДНЗ","2"
"24620090","ДНЗ №34","Тернопільський дошкільний навчальний заклад №34",400,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-02-26","ДНЗ","34"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",100,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-04-03","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",3700,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-04-09","Школи та інше","18"
"24620368","ДНЗ №18","Тернопільський дошкільний навчальний заклад №18",100,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-10-04","ДНЗ","18"
"24620368","ДНЗ №18","Тернопільський дошкільний навчальний заклад №18",100,"2019","Лабораторне обладнання","Лабораторне, оптичне та високоточне обладнання (крім лінз)","Використовується","2019-10-04","ДНЗ","18"
"24620055","ТНВК №28","Тернопільський навчально-виховний комплекс № 28",100,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-11-01","ДНЗ","28"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",13900,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-04","ДНЗ","2"
"24618791","ДНЗ №26","Тернопільський дошкільний навчальний заклад №26",100,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-11-11","ДНЗ","26"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1500,"2020","Медичне обладнання та ліки","Медичне обладнання, фармацевтична продукція та засоби особистої гігієни","Використовується","2020-04-09","Школи та інше","1000"
"24621404","ДНЗ №15","Тернопільський дошкільний навчальний заклад №15",103.5,"2019","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2019-09-02","ДНЗ","15"
"21143123","Кобзарівська загальноосвітня школа","Кобзарівська загальноосвітня школа I-III ст.",108.5,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-04","Школи та інше","1000"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",110,"2019","Одяг, взуття, сумки та аксесуари","Одяг, взуття, сумки та аксесуари","Використовується","2019-08-10","Школи та інше","13"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",700,"2019","Електротехнічне устаткування","Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування","Використано","2019-11-05","Школи та інше","18"
"14040084","Загальноосвітня школа - медичний ліцей № 15","Тернопільський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-медичний ліцей № 15""",113,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-12-09","Школи та інше","15"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",119.8,"2019","Грошові кошти","Грошові кошти","Використано","2019-03-15","Школи та інше","1000"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1400,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-16","Школи та інше","1000"
"24620291","ДНЗ №25","Тернопільський дошкільний навчальний заклад №25",9520,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-13","ДНЗ","25"
"24621652","ДНЗ №8","Тернопільський дошкільний навчальний заклад №8",1125.6,"2019","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано","2019-08-13","ДНЗ","8"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",6080,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-08-20","ДНЗ","14"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",1270,"2019","Промислова техніка","Промислова техніка","Використовується","2019-11-15","Школи та інше","1000"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",1396,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використано","2019-07-03","Школи та інше","13"
